v.19.2.18,,,Trait category,MORPHOLOGY,,,,,LIFE HISTORY,,,,LIFE HISTORY,,,LIFE HISTORY,,LIFE HISTORY,,,,,LIFE HISTORY,,,LIFE HISTORY,,,,LIFE HISTORY,,,MOBILITY,,,MOBILITY,,,,MORPHOLOGY,,,MORPHOLOGY,,,,RESOURCE ACQUISITION,,,,,,RESOURCE ACQUISITION,,,MORPHOLOGY,,,,LIFE HISTORY,,
Trichoptera,Oeconesidae,Oeconesus,Oeconesus maori,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,2,1,0,3,1,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,2,2,1,3,0,0,0,0,3
Trichoptera,Oeconesidae,Oeconesus,Oeconesus angustus,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,1,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,2,2,1,3,0,0,0,0,3
Trichoptera,Oeconesidae,Oeconesus,Oeconesus incisus,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,1,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,2,2,1,3,0,0,0,0,3
Trichoptera,Oeconesidae,Oeconesus,Oeconesus similis,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,1,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,2,2,1,3,0,0,0,0,3
Trichoptera,Oeconesidae,Pseudoeconesus,Pseudoeconesus bistirpis,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,1,0,3,0,0,0,0,3,0,3,0,1,0,0,0,0,2,2,1,3,0,0,0,0,3
Trichoptera,Oeconesidae,Pseudoeconesus,Pseudoeconesus geraldinae,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,1,0,3,0,0,0,0,3,0,3,0,1,0,0,0,0,2,2,1,3,0,0,0,0,3
Trichoptera,Oeconesidae,Pseudoeconesus,Pseudoeconesus haasti,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,1,0,3,0,0,0,0,3,0,3,0,1,0,0,0,0,2,2,1,3,0,0,0,0,3
Trichoptera,Oeconesidae,Pseudoeconesus,Pseudoeconesus harrisi,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,1,0,3,0,0,0,0,3,0,3,0,1,0,0,0,0,2,2,1,3,0,0,0,0,3
Trichoptera,Hydroptilidae,Paroxyethira,Paroxyethira auldorum,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,2,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,1,3,0,0,3,2,0,0,2,0,0,0,2,3,2,0,3,0,0,0,0,0,3
Trichoptera,Hydroptilidae,Paroxyethira,Paroxyethira dunedensis,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,2,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,1,3,0,0,3,2,0,0,2,0,0,0,2,3,2,0,3,0,0,0,0,0,3
Trichoptera,Hydroptilidae,Paroxyethira,Paroxyethira eatoni,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,2,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,1,3,0,0,3,2,0,0,2,0,0,0,2,3,2,0,3,0,0,0,0,0,3
Trichoptera,Hydroptilidae,Paroxyethira,Paroxyethira hendersoni,3,0,0,0,0,0,3,0,0,0,3,3,3,0,0,2,0,0,0,0,0,3,0,3,0,0,0,3,0,3,3,0,0,3,0,0,1,3,0,0,3,2,0,0,2,0,0,0,2,3,2,0,3,0,0,0,0,0,3
Trichoptera,Hydroptilidae,Paroxyethira,Paroxyethira hintoni,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,2,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,1,3,0,0,3,2,0,0,2,0,0,0,2,3,2,0,3,0,0,0,0,0,3
Trichoptera,Hydroptilidae,Paroxyethira,Paroxyethira hughwilsoni,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,2,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,1,3,0,0,3,2,0,0,2,0,0,0,2,3,2,0,3,0,0,0,0,0,3
Trichoptera,Hydroptilidae,Paroxyethira,Paroxyethira kimminsi,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,2,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,1,3,0,0,3,2,0,0,2,0,0,0,2,3,2,0,3,0,0,0,0,0,3
Trichoptera,Hydroptilidae,Paroxyethira,Paroxyethira manapouri,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,2,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,1,3,0,0,3,2,0,0,2,0,0,0,2,3,2,0,3,0,0,0,0,0,3
Trichoptera,Hydroptilidae,Paroxyethira,Paroxyethira pounamu,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,2,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,1,3,0,0,3,2,0,0,2,0,0,0,2,3,2,0,3,0,0,0,0,0,3
Trichoptera,Hydroptilidae,Paroxyethira,Paroxyethira ramifera,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,2,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,1,3,0,0,3,2,0,0,2,0,0,0,2,3,2,0,3,0,0,0,0,0,3
Trichoptera,Hydroptilidae,Paroxyethira,Paroxyethira sarae,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,2,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,1,3,0,0,3,2,0,0,2,0,0,0,2,3,2,0,3,0,0,0,0,0,3
Trichoptera,Hydroptilidae,Paroxyethira,Paroxyethira takitimu,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,2,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,1,3,0,0,3,2,0,0,2,0,0,0,2,3,2,0,3,0,0,0,0,0,3
Trichoptera,Hydroptilidae,Paroxyethira,Paroxyethira teika,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,2,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,1,3,0,0,3,2,0,0,2,0,0,0,2,3,2,0,3,0,0,0,0,0,3
Trichoptera,Hydroptilidae,Paroxyethira,Paroxyethira tillyardi,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,2,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,1,3,0,0,3,2,0,0,2,0,0,0,2,3,2,0,3,0,0,0,0,0,3
Trichoptera,Hydroptilidae,Paroxyethira,Paroxyethira zoae,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,2,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,1,3,0,0,3,2,0,0,2,0,0,0,2,3,2,0,3,0,0,0,0,0,3
Trichoptera,Hydroptilidae,Xuthotrichia,Xuthotrichia aotea,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,2,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,1,3,0,0,3,2,0,0,2,0,0,0,2,3,2,0,3,0,0,0,0,0,3
Trichoptera,Oeconesidae,Pseudoeconesus,Pseudoeconesus hendersoni,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,1,0,0,3,1,0,3,0,0,0,0,3,0,3,0,1,0,0,0,0,2,2,1,3,0,0,0,0,3
Trichoptera,Oeconesidae,Pseudoeconesus,Pseudoeconesus hudsoni,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,1,0,3,0,0,0,0,3,0,3,0,1,0,0,0,0,2,2,1,3,0,0,0,0,3
Trichoptera,Oeconesidae,Pseudoeconesus,Pseudoeconesus mimus,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,1,0,3,0,0,0,0,3,0,3,0,1,0,0,0,0,2,2,1,3,0,0,0,0,3
Trichoptera,Oeconesidae,Pseudoeconesus,Pseudoeconesus paludis,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,1,0,3,0,0,0,0,3,0,3,0,1,0,0,0,0,2,2,1,3,0,0,0,0,3
Trichoptera,Oeconesidae,Pseudoeconesus,Pseudoeconesus squamosus,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,1,0,3,0,0,0,0,3,0,3,0,1,0,0,0,0,2,2,1,3,0,0,0,0,3
Trichoptera,Oeconesidae,Pseudoeconesus,Pseudoeconesus stramineus,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,1,0,3,0,0,0,0,3,0,3,0,1,0,0,0,0,2,2,1,3,0,0,0,0,3
Trichoptera,Oeconesidae,Tarapsyche,Tarapsyche olis,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,1,0,3,0,0,0,0,3,0,3,0,1,0,0,0,0,2,2,1,3,0,0,0,0,3
Trichoptera,Oeconesidae,Zepsyche,Zepsyche acinaces,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,1,0,3,0,0,0,0,3,0,3,0,1,0,0,0,0,2,2,1,3,0,0,0,0,3
Trichoptera,Philorheithridae,Philorheithrus,Philorheithrus agilis,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,1,3,0,0,0,0,3
Trichoptera,Philorheithridae,Philorheithrus,Philorheithrus aliciae,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,1,3,0,0,0,0,3
Trichoptera,Philorheithridae,Philorheithrus,Philorheithrus harunae,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,1,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,1,3,0,0,0,0,3
Trichoptera,Philorheithridae,Philorheithrus,Philorheithrus lacustris,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,1,3,0,0,0,0,3
Trichoptera,Philopotamidae,Hydrobiosella,Hydrobiosella aorere,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,1,0,2,0,3,2,0,0,3,0,0,0,0,3,0,0,0,2,1,3,1,0,0,0,0,3
Trichoptera,Philopotamidae,Hydrobiosella,Hydrobiosella mixta,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,0,3,0,0,0,3,0,2,3,0,0,1,0,2,0,3,2,0,0,3,0,0,0,0,3,0,0,0,2,1,3,1,0,0,0,0,3
Trichoptera,Philopotamidae,Hydrobiosella,Hydrobiosella stenocerca,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,0,3,0,0,0,3,0,2,3,0,0,1,0,2,0,3,2,0,0,3,0,0,0,0,3,0,0,0,2,1,3,1,0,0,0,0,3
Trichoptera,Philopotamidae,Hydrobiosella,Hydrobiosella tonela,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,1,0,2,0,3,2,0,0,3,0,0,0,0,3,0,0,0,2,1,3,1,0,0,0,0,3
Trichoptera,Philopotamidae,Cryptobiosella,Cryptobiosella furcata,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,1,0,2,0,3,2,0,0,3,0,0,0,0,3,0,0,0,2,1,3,1,0,0,0,0,3
Trichoptera,Philopotamidae,Cryptobiosella,Cryptobiosella hastata,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,1,0,2,0,3,2,0,0,3,0,0,0,0,3,0,0,0,2,1,3,1,0,0,0,0,3
Trichoptera,Philopotamidae,Cryptobiosella,Cryptobiosella spinosa,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,1,0,2,0,3,2,0,0,3,0,0,0,0,3,0,0,0,2,1,3,1,0,0,0,0,3
Trichoptera,Philopotamidae,Cryptobiosella,Cryptobiosella tridens,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,1,0,2,0,3,2,0,0,3,0,0,0,0,3,0,0,0,2,1,3,1,0,0,0,0,3
Trichoptera,Philopotamidae,Neobiosella,Neobiosella irrorata,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,1,0,2,0,3,2,0,0,3,0,0,0,0,3,0,0,0,2,1,3,1,0,0,0,0,3
Trichoptera,Philopotamidae,Xenobiosella,Xenobiosella motueka,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,0,3,0,0,0,3,0,3,1,0,0,1,0,2,0,3,2,0,0,3,0,0,0,0,3,0,0,0,2,1,3,1,0,0,0,0,3
Trichoptera,Philorheithridae,Philorheithrus,Philorheithrus latentis,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,1,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,2,3,0,0,0,0,3
Trichoptera,Philorheithridae,Philorheithrus,Philorheithrus litoralis,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,1,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,2,3,0,0,0,0,3
Trichoptera,Polycentropodidae,Plectrocnemia,Plectrocnemia maclachlani,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,0,3,0,0,0,3,0,3,1,0,0,1,0,2,0,3,2,0,0,3,0,0,0,0,3,2,0,0,0,3,3,1,0,0,0,0,3
Trichoptera,Polycentropodidae,Plectrocnemia,Plectrocnemia tuhuae,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,0,3,0,0,0,3,0,3,1,0,0,1,0,2,0,3,2,0,0,3,0,0,0,0,3,2,0,0,0,3,3,1,0,0,0,0,3
Trichoptera,Polycentropodidae,Polyplectropus,Polyplectropus puerilis,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,0,3,0,0,0,3,0,2,3,0,0,1,0,2,0,3,2,0,0,3,0,0,0,0,3,2,0,0,0,3,3,1,0,0,0,0,3
Trichoptera,Polycentropodidae,Polyplectropus,Polyplectropus altera,0,0,3,0,0,3,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,0,3,0,0,0,3,0,2,3,0,0,1,0,2,0,3,2,0,0,3,0,0,0,0,3,2,0,0,0,3,3,1,0,0,0,0,3
Trichoptera,Polycentropodidae,Polyplectropus,Polyplectropus aurifusca,0,0,3,0,0,3,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,0,3,0,0,0,3,0,2,3,0,0,1,0,2,0,3,2,0,0,3,0,0,0,0,3,2,0,0,0,3,3,1,0,0,0,0,3
Trichoptera,Polycentropodidae,Polyplectropus,Polyplectropus impluvii,0,0,3,0,0,3,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,1,0,2,0,3,2,0,0,3,0,0,0,0,3,2,0,0,0,3,3,1,0,0,0,0,3
